state,jurisdiction,year,date,office,notes,exhaust_on_overvote_marks,exhaust_on_N_repeated_skipped_marks,exhaust_on_duplicate_candidate_marks,exclude_writein_marks,combine_writein_marks,treat_combined_writeins_as_exhaustable_duplicates,multi_winner_rounds,n_winners,rcv_type,bottoms_up_threshold,split_fields,parser_func,cvr_path,extra_parser_args,ignore_contest
,Berkeley PLACEHOLDER,2012,11/06/2012,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062012_Mayor.csv,,FALSE
,SanFrancisco PLACEHOLDER,2014,11/04/2014,BoardofSupervisorsDistrict10.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,,FALSE
,Berkeley PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062012_CityCouncilDistrict2.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,Ward11CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_Ward11CityCouncil.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,CityCouncilWard6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_CityCouncilWard6.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict28.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict28.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict14.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict14.csv,,FALSE
,SanFrancisco PLACEHOLDER,2020,11/03/2020,BOARDOFSUPERVISORSDISTRICT3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember42ndCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2008,11/04/2008,BoardofSupervisorsDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,,FALSE
,Oakland PLACEHOLDER,2014,11/04/2014,CityAuditor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11042014_CityAuditor.csv,,FALSE
,Berkeley PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11082016_CityCouncilDistrict3.csv,,FALSE
,Wyoming PLACEHOLDER,2020,04/17/2020,PRESIDENTOFTHEUNITEDSTATES.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember45thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember16thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,Ward10CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_Ward10CityCouncil.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember8thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2008,11/04/2008,BoardofSupervisorsDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,ParkBoardDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_ParkBoardDistrict4.csv,,FALSE
,Maine PLACEHOLDER,2020,07/14/2020,DemocraticCandidateforMaineStateHouseDistrict49.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,,FALSE
,Berkeley PLACEHOLDER,2014,11/04/2014,CityCouncilDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11042014_CityCouncilDistrict7.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict38.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict38.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,CityCouncilWard2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_CityCouncilWard2.csv,,FALSE
,SanFrancisco PLACEHOLDER,2020,11/03/2020,BOARDOFSUPERVISORSDISTRICT7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict10.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict10.csv,,FALSE
,Berkeley PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062012_CityCouncilDistrict6.csv,,FALSE
,SanLeandro PLACEHOLDER,2018,11/06/2018,CountyCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11062018_CountyCouncilDistrict3.csv,,FALSE
,Oakland PLACEHOLDER,2020,11/03/2020,MemberCityCouncilDist3OaklandRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,,FALSE
,SanLeandro PLACEHOLDER,2010,11/02/2010,CountyCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11022010_CountyCouncilDistrict3.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward2CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward2CityCouncil.csv,,FALSE
,SanFrancisco PLACEHOLDER,2016,11/08/2016,BoardofSupervisorsDistrict9.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember13thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2010,11/02/2010,BoardofSupervisorsDistrict10.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,,FALSE
,Oakland PLACEHOLDER,2010,11/02/2010,CityCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11022010_CityCouncilDistrict2.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict11.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict11.csv,,FALSE
,SanFrancisco PLACEHOLDER,2015,11/03/2015,Sheriff.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032015_Sheriff.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict39.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict39.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPBoroughPresidentQueens.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPBoroughPresidentQueens.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,CityCouncilWard3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_CityCouncilWard3.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,ParkBoardDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_ParkBoardDistrict5.csv,,FALSE
,Oakland PLACEHOLDER,2020,11/03/2020,MemberCityCouncilDist7OaklandRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,,FALSE
,Berkeley PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11082016_CityCouncilDistrict6.csv,,FALSE
,SanFrancisco PLACEHOLDER,2011,11/08/2011,Sheriff.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082011_Sheriff.csv,,FALSE
,SanFrancisco PLACEHOLDER,2018,06/05/2018,BoardofSupervisorsDistrict8.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,,FALSE
,SanFrancisco PLACEHOLDER,2022,11/08/2022,BoardofSupervisorsD2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082022_BoardofSupervisorsD2.csv,,FALSE
,SanFrancisco PLACEHOLDER,2010,11/02/2010,BoardofSupervisorsDistrict8.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,,FALSE
,SanLeandro PLACEHOLDER,2010,11/02/2010,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11022010_Mayor.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember24thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2018,11/06/2018,BoardofSupervisorsDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,CityCouncilWard1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_CityCouncilWard1.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict13.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict13.csv,,FALSE
,Berkeley PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062012_CityCouncilDistrict5.csv,,FALSE
,SanLeandro PLACEHOLDER,2010,11/02/2010,CountyCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11022010_CountyCouncilDistrict1.csv,,FALSE
,SanLeandro PLACEHOLDER,2018,11/06/2018,CountyCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11062018_CountyCouncilDistrict1.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward5CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward5CityCouncil.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict12.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict12.csv,,FALSE
,SanFrancisco PLACEHOLDER,2020,11/03/2020,BOARDOFSUPERVISORSDISTRICT5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,ParkBoardDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_ParkBoardDistrict6.csv,,FALSE
,Minnetonka PLACEHOLDER,2021,11/02/2021,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minnetonka_11022021_Mayor.csv,,FALSE
,SanFrancisco PLACEHOLDER,2008,11/04/2008,BoardofSupervisorsDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember19thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,,FALSE
,Berkeley PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11082016_CityCouncilDistrict5.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember7thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,,FALSE
,Vineyard PLACEHOLDER,2021,11/02/2021,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Vineyard_11022021_Mayor.csv,,FALSE
,Albany PLACEHOLDER,2022,11/08/2022,BoardofEducation.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Albany_11082022_BoardofEducation.csv,,FALSE
,SanLeandro PLACEHOLDER,2020,11/03/2020,MemberCityCouncilDist2SanLeandroRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,BoardofEstimateandTaxation.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_11072017_BoardofEstimateandTaxation.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,ParkBoardAtLarge.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_11072017_ParkBoardAtLarge.csv,,FALSE
,Cambridge PLACEHOLDER,2011,11/08/2011,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11082011_CityCouncil.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,BoardofEstimateandTaxationAtLarge.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,,FALSE
,Cambridge PLACEHOLDER,2019,11/15/2019,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11152019_CityCouncil.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,BoardofEstimateandTaxation.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_11062009_BoardofEstimateandTaxation.csv,,FALSE
,Cambridge PLACEHOLDER,2017,11/07/2017,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11072017_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2001,11/06/2001,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11062001_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2009,11/03/2009,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11032009_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2007,11/06/2007,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11062007_SchoolCommittee.csv,,FALSE
,Cambridge PLACEHOLDER,2013,11/05/2013,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11052013_SchoolCommittee.csv,,FALSE
,Eastpointe PLACEHOLDER,2021,11/02/2021,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Eastpointe_11022021_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2007,11/06/2007,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11062007_CityCouncil.csv,,FALSE
,Minneapolis PLACEHOLDER,2013,00/00/2013,board of estimation and taxation cvr.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_00002013_board of estimation and taxation cvr.csv,,FALSE
,Cambridge PLACEHOLDER,2019,11/15/2019,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11152019_SchoolCommittee.csv,,FALSE
,Cambridge PLACEHOLDER,2015,11/03/2015,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11032015_SchoolCommittee.csv,,FALSE
,Cambridge PLACEHOLDER,2011,11/08/2011,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11082011_SchoolCommittee.csv,,FALSE
,Minneapolis PLACEHOLDER,2013,11/05/2013,ParkRecBoardAtLarge.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_11052013_ParkRecBoardAtLarge.csv,,FALSE
,Eastpointe PLACEHOLDER,2019,11/05/2019,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Eastpointe_11052019_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2013,11/05/2013,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11052013_CityCouncil.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,MinneapolisParkRecBoard.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Minneapolis_11062009_MinneapolisParkRecBoard.csv,,FALSE
,Cambridge PLACEHOLDER,2003,11/04/2003,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11042003_SchoolCommittee.csv,,FALSE
,Cambridge PLACEHOLDER,2017,11/07/2017,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11072017_SchoolCommittee.csv,,FALSE
,Cambridge PLACEHOLDER,2015,11/03/2015,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11032015_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2005,11/08/2005,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11082005_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2003,11/04/2003,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11042003_CityCouncil.csv,,FALSE
,Cambridge PLACEHOLDER,2005,11/08/2005,SchoolCommittee.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Proportional ranked choice voting CVRs/Cambridge_11082005_SchoolCommittee.csv,,FALSE
