precincts,tally_type,ballotID,rank1,rank2,rank3
25-105,Absentee Voting,000077356,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077357,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077358,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077359,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077360,Al Rose,skipped,skipped
25-105,Absentee Voting,000077361,Carolyn Merrival,Al Rose,Joyce McDonald
25-105,Absentee Voting,000077362,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077363,Joyce McDonald,Al Rose,skipped
25-105,Absentee Voting,000077364,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077365,Al Rose,skipped,skipped
25-105,Absentee Voting,000077366,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077367,skipped,skipped,skipped
25-105,Absentee Voting,000077368,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077369,Carolyn Merrival,Al Rose,Joyce McDonald
25-105,Absentee Voting,000077370,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077371,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077372,Carolyn Merrival,Al Rose,skipped
25-105,Absentee Voting,000077373,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077374,Al Rose,skipped,skipped
25-105,Absentee Voting,000077375,Al Rose,skipped,skipped
25-105,Absentee Voting,000077376,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077377,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077378,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077379,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077380,Al Rose,skipped,skipped
25-105,Absentee Voting,000077381,Al Rose,skipped,skipped
25-105,Absentee Voting,000077382,Carolyn Merrival,Al Rose,writein
25-105,Absentee Voting,000077383,Al Rose,skipped,skipped
25-105,Absentee Voting,000077384,Carolyn Merrival,Al Rose,Joyce McDonald
25-105,Absentee Voting,000077385,Carolyn Merrival,Al Rose,Joyce McDonald
25-105,Absentee Voting,000077386,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-105,Absentee Voting,000077387,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077388,Joyce McDonald,Joyce McDonald,writein
25-105,Absentee Voting,000077389,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077390,Al Rose,skipped,skipped
25-105,Absentee Voting,000077391,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077392,Carolyn Merrival,Joyce McDonald,Al Rose
25-105,Absentee Voting,000077393,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077394,Joyce McDonald,Carolyn Merrival,Al Rose
25-105,Absentee Voting,000077395,Joyce McDonald,Carolyn Merrival,Al Rose
25-105,Absentee Voting,000077396,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077397,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077398,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-105,Absentee Voting,000077399,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077400,Carolyn Merrival,Joyce McDonald,skipped
25-105,Absentee Voting,000077401,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077402,Al Rose,Joyce McDonald,skipped
25-105,Absentee Voting,000077403,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077404,Joyce McDonald,Carolyn Merrival,Al Rose
25-105,Absentee Voting,000077405,Joyce McDonald,Carolyn Merrival,Al Rose
25-105,Absentee Voting,000077406,Carolyn Merrival,Al Rose,skipped
25-105,Absentee Voting,000077407,Carolyn Merrival,Al Rose,Joyce McDonald
25-105,Absentee Voting,000077408,Joyce McDonald,Al Rose,skipped
25-105,Absentee Voting,000077409,Joyce McDonald,Carolyn Merrival,Al Rose
25-105,Absentee Voting,000077410,Carolyn Merrival,Carolyn Merrival,skipped
25-105,Absentee Voting,000077411,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077412,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077413,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077414,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077415,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077416,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077417,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077418,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077419,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077420,Al Rose,skipped,skipped
25-105,Absentee Voting,000077421,Al Rose,skipped,skipped
25-105,Absentee Voting,000077422,skipped,skipped,skipped
25-105,Absentee Voting,000077423,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077424,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077425,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077426,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077427,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077428,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077429,Al Rose,skipped,skipped
25-105,Absentee Voting,000077430,Carolyn Merrival,Al Rose,Joyce McDonald
25-105,Absentee Voting,000077431,Al Rose,skipped,skipped
25-105,Absentee Voting,000077432,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077433,Al Rose,Carolyn Merrival,skipped
25-105,Absentee Voting,000077434,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077435,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077436,Carolyn Merrival,Carolyn Merrival,Carolyn Merrival
25-105,Absentee Voting,000077437,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077438,Joyce McDonald,Carolyn Merrival,Al Rose
25-105,Absentee Voting,000077439,Al Rose,skipped,skipped
25-105,Absentee Voting,000077440,Carolyn Merrival,skipped,skipped
25-105,Absentee Voting,000077441,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077442,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077443,Carolyn Merrival,Al Rose,skipped
25-105,Absentee Voting,000077444,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077445,Al Rose,skipped,skipped
25-105,Absentee Voting,000077446,Al Rose,Carolyn Merrival,Joyce McDonald
25-105,Absentee Voting,000077447,Al Rose,skipped,skipped
25-105,Absentee Voting,000077448,Joyce McDonald,Al Rose,Carolyn Merrival
25-105,Absentee Voting,000077449,Al Rose,skipped,skipped
25-105,Absentee Voting,000077450,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077451,Joyce McDonald,skipped,skipped
25-105,Absentee Voting,000077452,Al Rose,Joyce McDonald,Carolyn Merrival
25-105,Absentee Voting,000077453,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077454,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077455,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077456,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077457,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077458,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077459,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077460,Al Rose,skipped,skipped
25-106,Absentee Voting,000077461,Carolyn Merrival,skipped,skipped
25-106,Absentee Voting,000077462,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077463,Al Rose,skipped,skipped
25-106,Absentee Voting,000077464,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077465,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077466,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077467,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077468,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077469,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077470,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077471,Al Rose,skipped,skipped
25-106,Absentee Voting,000077472,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-106,Absentee Voting,000077473,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077474,skipped,skipped,skipped
25-106,Absentee Voting,000077475,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077476,Al Rose,skipped,skipped
25-106,Absentee Voting,000077477,Joyce McDonald,Al Rose,skipped
25-106,Absentee Voting,000077478,Carolyn Merrival,Joyce McDonald,Al Rose
25-106,Absentee Voting,000077479,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077480,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077481,Al Rose,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077482,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077483,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000077484,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000077485,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077486,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077487,Al Rose,skipped,skipped
25-106,Absentee Voting,000077488,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077489,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077490,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077491,Al Rose,skipped,skipped
25-106,Absentee Voting,000077492,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077493,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077494,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077495,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077496,Al Rose,skipped,skipped
25-106,Absentee Voting,000077497,Carolyn Merrival,skipped,skipped
25-106,Absentee Voting,000077498,Carolyn Merrival,Al Rose,skipped
25-106,Absentee Voting,000077499,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-106,Absentee Voting,000077500,Al Rose,skipped,skipped
25-106,Absentee Voting,000077501,Carolyn Merrival,skipped,skipped
25-106,Absentee Voting,000077502,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077503,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077504,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077505,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077506,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077507,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077508,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-106,Absentee Voting,000077509,Al Rose,skipped,skipped
25-106,Absentee Voting,000077510,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077511,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077512,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000077513,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077514,Al Rose,skipped,skipped
25-106,Absentee Voting,000077515,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077516,Al Rose,skipped,skipped
25-106,Absentee Voting,000077517,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077518,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077519,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077520,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077521,Carolyn Merrival,Joyce McDonald,Al Rose
25-106,Absentee Voting,000077522,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077523,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077524,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-106,Absentee Voting,000077525,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077526,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077527,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077528,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077529,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077530,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077531,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-106,Absentee Voting,000077532,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077533,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077534,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077535,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077536,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077537,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077538,Al Rose,skipped,skipped
25-106,Absentee Voting,000077539,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077540,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077541,Al Rose,skipped,skipped
25-106,Absentee Voting,000077542,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077543,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077544,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077545,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077546,Joyce McDonald,Al Rose,skipped
25-106,Absentee Voting,000077547,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077548,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077549,Carolyn Merrival,Al Rose,skipped
25-106,Absentee Voting,000077550,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077551,Carolyn Merrival,Joyce McDonald,Al Rose
25-106,Absentee Voting,000077552,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-106,Absentee Voting,000077553,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077554,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077555,Carolyn Merrival,Joyce McDonald,Al Rose
25-106,Absentee Voting,000077556,Al Rose,skipped,skipped
25-106,Absentee Voting,000077557,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077558,Al Rose,skipped,skipped
25-106,Absentee Voting,000077559,Carolyn Merrival,skipped,skipped
25-106,Absentee Voting,000077560,Joyce McDonald,Al Rose,skipped
25-106,Absentee Voting,000077561,skipped,skipped,skipped
25-106,Absentee Voting,000077562,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077563,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077564,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077565,Al Rose,skipped,skipped
25-106,Absentee Voting,000077566,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077567,Joyce McDonald,Carolyn Merrival,Carolyn Merrival
25-106,Absentee Voting,000077568,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077569,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077570,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077571,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077572,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077573,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077574,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077575,Carolyn Merrival,Joyce McDonald,Al Rose
25-106,Absentee Voting,000077576,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077577,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077578,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077579,Carolyn Merrival,skipped,skipped
25-106,Absentee Voting,000077580,Carolyn Merrival,Al Rose,skipped
25-106,Absentee Voting,000077581,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077582,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077583,Carolyn Merrival,Al Rose,skipped
25-106,Absentee Voting,000077584,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077585,Al Rose,skipped,skipped
25-106,Absentee Voting,000077586,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077587,Al Rose,skipped,skipped
25-106,Absentee Voting,000077588,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077589,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077590,Al Rose,skipped,skipped
25-106,Absentee Voting,000077591,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077592,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077593,Al Rose,skipped,skipped
25-106,Absentee Voting,000077594,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077595,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077596,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077597,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077598,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077599,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077600,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077601,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000077602,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077603,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077604,Al Rose,skipped,skipped
25-106,Absentee Voting,000077605,Carolyn Merrival,Al Rose,skipped
25-106,Absentee Voting,000077606,Al Rose,Carolyn Merrival,skipped
25-106,Absentee Voting,000077607,Al Rose,skipped,skipped
25-106,Absentee Voting,000077608,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077609,Al Rose,skipped,skipped
25-106,Absentee Voting,000077610,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077611,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077612,Al Rose,skipped,skipped
25-106,Absentee Voting,000077613,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077614,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000077615,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077616,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077617,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000077618,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077619,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077620,Carolyn Merrival,Al Rose,skipped
25-106,Absentee Voting,000077621,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077622,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077623,Joyce McDonald,Al Rose,Carolyn Merrival
25-106,Absentee Voting,000077624,Al Rose,Carolyn Merrival,Joyce McDonald
25-106,Absentee Voting,000077625,Al Rose,Carolyn Merrival,Carolyn Merrival
25-106,Absentee Voting,000077626,Al Rose,Joyce McDonald,skipped
25-106,Absentee Voting,000077627,Joyce McDonald,Carolyn Merrival,Al Rose
25-106,Absentee Voting,000077628,Joyce McDonald,skipped,skipped
25-106,Absentee Voting,000077629,Carolyn Merrival,Al Rose,Joyce McDonald
25-106,Absentee Voting,000077630,Al Rose,skipped,skipped
25-106,Absentee Voting,000077631,Joyce McDonald,skipped,skipped
