BallotType,BatchId,CountingGroup,CvrNumber,ImprintedId,PrecinctPortion,RecordId,TabulatorNum,rank1,rank2,rank3,rank4,rank5
8 (8),30,Vote by Mail,163,1003-30-57,260100 (0055),57,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),30,Vote by Mail,164,1003-30-15,260100 (0055),15,1003,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,165,1003-30-498,260100 (0055),498,1003,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,166,1003-30-495,260100 (0055),495,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),30,Vote by Mail,167,1003-30-352,260100 (0055),352,1003,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,168,1003-30-268,260100 (0055),268,1003,JOHN ANTHONY MIKI,overvote,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,169,1003-30-135,260100 (0055),135,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,170,1003-30-20,260100 (0055),20,1003,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,171,1003-30-533,260100 (0055),533,1003,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,172,1003-30-528,260100 (0055),528,1003,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),30,Vote by Mail,173,1003-30-527,260100 (0055),527,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),30,Vote by Mail,174,1003-30-406,260100 (0055),406,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),30,Vote by Mail,175,1003-30-322,260100 (0055),322,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),30,Vote by Mail,176,1003-30-247,260100 (0055),247,1003,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,177,1003-30-175,260100 (0055),175,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,178,1003-30-62,260100 (0055),62,1003,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,179,1003-30-32,260100 (0055),32,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,180,1003-30-484,260100 (0055),484,1003,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,181,1003-30-479,260100 (0055),479,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,182,1003-30-283,260100 (0055),283,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,183,1003-30-220,260100 (0055),220,1003,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,184,1003-30-219,260100 (0055),219,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,185,1003-30-585,260100 (0055),585,1003,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,186,1003-30-466,260100 (0055),466,1003,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped
8 (8),30,Vote by Mail,187,1003-30-383,260100 (0055),383,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,188,1003-30-292,260100 (0055),292,1003,ROBIN D  LOPEZ,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,189,1003-30-287,260100 (0055),287,1003,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped
8 (8),30,Vote by Mail,190,1003-30-190,260100 (0055),190,1003,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,191,1003-30-145,260100 (0055),145,1003,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),30,Vote by Mail,192,1003-30-100,260100 (0055),100,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),30,Vote by Mail,193,1003-30-80,260100 (0055),80,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,194,1003-30-553,260100 (0055),553,1003,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,195,1003-30-421,260100 (0055),421,1003,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,196,1003-30-416,260100 (0055),416,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,197,1003-30-150,260100 (0055),150,1003,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,198,1003-30-110,260100 (0055),110,1003,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped,skipped
8 (8),30,Vote by Mail,199,1003-30-72,260100 (0055),72,1003,overvote,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,200,1003-30-42,260100 (0055),42,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,skipped
8 (8),30,Vote by Mail,201,1003-30-515,260100 (0055),515,1003,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,202,1003-30-373,260100 (0055),373,1003,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,203,1003-30-367,260100 (0055),367,1003,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),30,Vote by Mail,204,1003-30-185,260100 (0055),185,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,205,1003-30-47,260100 (0055),47,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,206,1003-30-377,260100 (0055),377,1003,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,207,1003-30-302,260100 (0055),302,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,208,1003-30-237,260100 (0055),237,1003,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),30,Vote by Mail,209,1003-30-67,260100 (0055),67,1003,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,210,1003-30-565,260100 (0055),565,1003,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped
8 (8),30,Vote by Mail,211,1003-30-560,260100 (0055),560,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),30,Vote by Mail,212,1003-30-451,260100 (0055),451,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,213,1003-30-204,260100 (0055),204,1003,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),30,Vote by Mail,214,1003-30-155,260100 (0055),155,1003,JEREMIAH GARRETT PINGUELO,NICK PILCH,skipped,skipped,skipped
8 (8),30,Vote by Mail,215,1003-30-105,260100 (0055),105,1003,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,216,1003-30-540,260100 (0055),540,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),30,Vote by Mail,217,1003-30-393,260100 (0055),393,1003,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),30,Vote by Mail,218,1003-30-391,260100 (0055),391,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,219,1003-30-297,260100 (0055),297,1003,NICK PILCH,NICK PILCH,NICK PILCH,NICK PILCH,skipped
8 (8),30,Vote by Mail,220,1003-30-242,260100 (0055),242,1003,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),30,Vote by Mail,221,1003-30-165,260100 (0055),165,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,222,1003-30-120,260100 (0055),120,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),30,Vote by Mail,223,1003-30-474,260100 (0055),474,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),30,Vote by Mail,224,1003-30-471,260100 (0055),471,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,225,1003-30-317,260100 (0055),317,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,226,1003-30-312,260100 (0055),312,1003,overvote,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,overvote,ROBIN D  LOPEZ
8 (8),30,Vote by Mail,227,1003-30-252,260100 (0055),252,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),30,Vote by Mail,231,1003-30-37,260100 (0055),37,1003,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),30,Vote by Mail,238,1003-30-195,260100 (0055),195,1003,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH
8 (8),49,Vote by Mail,249,1014-49-573,261300 (0056),573,1014,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,250,1014-49-568,261300 (0056),568,1014,NICK PILCH,JOHN ANTHONY MIKI,overvote,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,251,1014-49-563,261300 (0056),563,1014,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,252,1014-49-430,261300 (0056),430,1014,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,253,1014-49-427,261300 (0056),427,1014,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),49,Vote by Mail,254,1014-49-418,261300 (0056),418,1014,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI
8 (8),49,Vote by Mail,255,1014-49-318,261300 (0056),318,1014,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,256,1014-49-313,261300 (0056),313,1014,ROBIN D  LOPEZ,ROBIN D  LOPEZ,ROBIN D  LOPEZ,ROBIN D  LOPEZ,ROBIN D  LOPEZ
8 (8),49,Vote by Mail,257,1014-49-312,261300 (0056),312,1014,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,skipped
8 (8),49,Vote by Mail,258,1014-49-259,261300 (0056),259,1014,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,259,1014-49-189,261300 (0056),189,1014,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,260,1014-49-183,261300 (0056),183,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,261,1014-49-144,261300 (0056),144,1014,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,262,1014-49-66,261300 (0056),66,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),49,Vote by Mail,263,1014-49-6,261300 (0056),6,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,264,1014-49-588,261300 (0056),588,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,265,1014-49-583,261300 (0056),583,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,NICK PILCH
8 (8),49,Vote by Mail,266,1014-49-461,261300 (0056),461,1014,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),49,Vote by Mail,267,1014-49-450,261300 (0056),450,1014,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),49,Vote by Mail,268,1014-49-273,261300 (0056),273,1014,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,269,1014-49-204,261300 (0056),204,1014,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped,skipped
8 (8),49,Vote by Mail,270,1014-49-164,261300 (0056),164,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),49,Vote by Mail,271,1014-49-93,261300 (0056),93,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),49,Vote by Mail,272,1014-49-41,261300 (0056),41,1014,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,273,1014-49-18,261300 (0056),18,1014,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),49,Vote by Mail,274,1014-49-547,261300 (0056),547,1014,ROBIN D  LOPEZ,skipped,skipped,skipped,skipped
8 (8),49,Vote by Mail,275,1014-49-385,261300 (0056),385,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,276,1014-49-299,261300 (0056),299,1014,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,277,1014-49-229,261300 (0056),229,1014,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),49,Vote by Mail,278,1014-49-108,261300 (0056),108,1014,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,279,1014-49-76,261300 (0056),76,1014,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,overvote,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,280,1014-49-31,261300 (0056),31,1014,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI
8 (8),49,Vote by Mail,281,1014-49-1,261300 (0056),1,1014,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,282,1014-49-507,261300 (0056),507,1014,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,283,1014-49-504,261300 (0056),504,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,284,1014-49-398,261300 (0056),398,1014,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,285,1014-49-392,261300 (0056),392,1014,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,286,1014-49-297,261300 (0056),297,1014,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped
8 (8),49,Vote by Mail,287,1014-49-234,261300 (0056),234,1014,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),49,Vote by Mail,288,1014-49-130,261300 (0056),130,1014,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,289,1014-49-129,261300 (0056),129,1014,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,290,1014-49-98,261300 (0056),98,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,291,1014-49-11,261300 (0056),11,1014,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),49,Vote by Mail,292,1014-49-499,261300 (0056),499,1014,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,293,1014-49-359,261300 (0056),359,1014,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped
8 (8),49,Vote by Mail,294,1014-49-194,261300 (0056),194,1014,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,295,1014-49-16,261300 (0056),16,1014,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),49,Vote by Mail,296,1014-49-558,261300 (0056),558,1014,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,297,1014-49-553,261300 (0056),553,1014,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI
8 (8),49,Vote by Mail,298,1014-49-552,261300 (0056),552,1014,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped,skipped
8 (8),49,Vote by Mail,299,1014-49-445,261300 (0056),445,1014,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,300,1014-49-440,261300 (0056),440,1014,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,301,1014-49-254,261300 (0056),254,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),49,Vote by Mail,302,1014-49-169,261300 (0056),169,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),49,Vote by Mail,303,1014-49-118,261300 (0056),118,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),49,Vote by Mail,304,1014-49-23,261300 (0056),23,1014,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),49,Vote by Mail,305,1014-49-542,261300 (0056),542,1014,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped
8 (8),49,Vote by Mail,306,1014-49-537,261300 (0056),537,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,307,1014-49-402,261300 (0056),402,1014,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),49,Vote by Mail,308,1014-49-239,261300 (0056),239,1014,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),49,Vote by Mail,309,1014-49-174,261300 (0056),174,1014,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),49,Vote by Mail,310,1014-49-124,261300 (0056),124,1014,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,skipped
8 (8),49,Vote by Mail,311,1014-49-83,261300 (0056),83,1014,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),49,Vote by Mail,312,1014-49-36,261300 (0056),36,1014,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),49,Vote by Mail,313,1014-49-494,261300 (0056),494,1014,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),49,Vote by Mail,314,1014-49-179,261300 (0056),179,1014,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,315,1014-49-52,261300 (0056),52,1014,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped,skipped
8 (8),49,Vote by Mail,316,1014-49-51,261300 (0056),51,1014,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,317,1014-49-514,261300 (0056),514,1014,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,318,1014-49-511,261300 (0056),511,1014,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped
8 (8),49,Vote by Mail,319,1014-49-374,261300 (0056),374,1014,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),49,Vote by Mail,320,1014-49-368,261300 (0056),368,1014,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped
