Cast Vote Record,Precinct,Ballot Style,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
157,Portland Absentee,Ballot Style 2,"Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Bailey, William M.","DiMillo, Steven A."
158,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
159,Portland Absentee,Ballot Style 4,"Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
160,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
161,Portland Absentee,Ballot Style 3,"Rovelto, Hope R.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Houseal, Ian P.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M."
162,Portland Absentee,Ballot Style 2,"Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.",undervote,undervote,undervote
163,Portland Absentee,Ballot Style 5,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
164,Portland Absentee,Ballot Style 4,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote
165,Portland Absentee,Ballot Style 1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote
166,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
167,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.",undervote,undervote,undervote,undervote
168,Portland Absentee,Ballot Style 3,"Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
169,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.","Washburn, Patricia J.",undervote
170,Portland Absentee,Ballot Style 3,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","DiMillo, Steven A.","Bailey, William M.",undervote
171,Portland Absentee,Ballot Style 5,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
172,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
173,Portland Absentee,Ballot Style 5,overvote,"Bailey, William M.","Condrey, Lawson T.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
174,Portland Absentee,Ballot Style 5,"Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
175,Portland Absentee,Ballot Style 2,"DiMillo, Steven A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
176,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote
177,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Rovelto, Hope R.","Bailey, William M."
178,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
179,Portland Absentee,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",undervote,undervote,undervote
180,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
181,Portland Absentee,Ballot Style 1,"Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.",undervote
182,Portland Absentee,Ballot Style 1,"Buxton, Catherine A.","Bailey, William M.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,"Houseal, Ian P.","Sheikh-Yousef, Nasreen A."
183,Portland Absentee,Ballot Style 5,"DiMillo, Steven A.","Condrey, Lawson T.","Washburn, Patricia J.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
184,Portland Absentee,Ballot Style 2,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
185,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.",undervote
186,Portland Absentee,Ballot Style 4,"Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.",undervote,undervote,"Washburn, Patricia J.",undervote,"Buxton, Catherine A.","Emerson, Anthony M.","DiMillo, Steven A."
187,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
188,Portland Absentee,Ballot Style 4,"Grant, Benjamin K.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.","Rovelto, Hope R."
189,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
190,Portland Absentee,Ballot Style 3,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
191,Portland Absentee,Ballot Style 5,"DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
192,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
193,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
194,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",undervote,undervote,undervote,undervote
195,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
196,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote
197,Portland Absentee,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote
198,Portland Absentee,Ballot Style 4,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
199,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote
200,Portland Absentee,Ballot Style 1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.",undervote,undervote,undervote,undervote
201,Portland Absentee,Ballot Style 4,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
202,Portland Absentee,Ballot Style 2,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,"DiMillo, Steven A."
203,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote
204,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
205,Portland Absentee,Ballot Style 3,"Emerson, Anthony M.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote
206,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
207,Portland Absentee,Ballot Style 4,"Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Grant, Benjamin K.","Bailey, William M.","Condrey, Lawson T.","Chann, Marpheen S.","DiMillo, Steven A.","Rovelto, Hope R."
208,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",undervote
209,Portland Absentee,Ballot Style 4,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
210,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
211,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote
212,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
213,Portland Absentee,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
214,Portland Absentee,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote
215,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
216,Portland Absentee,Ballot Style 1,"Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
217,Portland Absentee,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
218,Portland Absentee,Ballot Style 5,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
219,Portland Absentee,Ballot Style 2,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
220,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",undervote,undervote,undervote,undervote
221,Portland Absentee,Ballot Style 3,"Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,"Emerson, Anthony M.",undervote
222,Portland Absentee,Ballot Style 2,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
223,Portland Absentee,Ballot Style 3,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.",undervote
224,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
225,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote
226,Portland Absentee,Ballot Style 2,"Grant, Benjamin K.","DiMillo, Steven A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
227,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",undervote,undervote,undervote
228,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote
229,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Houseal, Ian P.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
230,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Emerson, Anthony M.","Chann, Marpheen S.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
231,Portland Absentee,Ballot Style 3,overvote,"Buxton, Catherine A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
232,Portland Absentee,Ballot Style 5,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
233,Portland Absentee,Ballot Style 2,"DiMillo, Steven A.","Buxton, Catherine A.","Washburn, Patricia J.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
234,Portland Absentee,Ballot Style 1,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
235,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R."
236,Portland Absentee,Ballot Style 2,"Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",undervote
237,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.","Rovelto, Hope R.","DiMillo, Steven A.","Bailey, William M."
238,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,"DiMillo, Steven A."
239,Portland Absentee,Ballot Style 2,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
240,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
